Stars,Position,Name,Class,Ht,Wt,Previous School,New School
3,SG,"David Jenkins, Jr.",RSSR,1-Jun,200,UNLV,Utah
2,SG,"Ernest Jenkins, Jr.",RS SR,2-Jun,160,Morgan State,West Virginia State
2,SG,Isaac Jessup,SO,2-Jun,194,Colorado,Colorado Mesa
2,C,Yusuf Jihad,RS SO,8-Jun,220,Oakland,Eastern Michigan
3.3,PF,Theo John,SR,9-Jun,242,Marquette,Duke
2,PF,Brandon Johnson,RS SR,8-Jun,220,Minnesota,DePaul
2,SF,Christian Johnson,RS FR,7-Jun,190,Howard,Claflin
2,PF,Cyrus Johnson,RS JR,5-Jun,220,Sam Houston State,Westmont College
2,SF,DeVale Johnson,RSSR,7-Jun,185,Rhode Island,Kent State
3.5,SG,Jalen Johnson,RS SR,6-Jun,195,Wake Forest,Mercer
3,SF,Jalen Johnson,RS SR,6-Jun,210,Mississippi State,Texas A&M
3.3,SG,Jamal Johnson,RSSR,4-Jun,195,Auburn,UAB
2,SG,Jayce Johnson,SR,5-Jun,218,Middle Tennessee,Siena
2,PG,Joshuwan Johnson,SR,6-May,160,Arkansas–Pine Bluff,Western New Mexico
2,PG,Justin Johnson,SR,6-Jun,185,Southern Miss,Texas–Rio Grande Valley
4,PG,K.D. Johnson,SO,Jun-00,185,Georgia,Auburn
2,PG,Kevin Johnson,SR,Jun-00,160,Nicholls,UIC
2,PF,Khalil Johnson,RSSR,8-Jun,200,Jacksonville State,Shawnee State University
2,SG,Marvin Johnson,SR,5-Jun,184,Eastern Illinois,Oklahoma
3,C,Myles Johnson,RSSR,-10,255,Rutgers,UCLA
2,SF,Robert Johnson,RSSR,5-Jun,230,Grambling State,Wiley College
2,SF,Tayvion Johnson,SR,6-Jun,196,Arkansas–Pine Bluff,Texas A&M–Kingsville
2,PG,Will Johnson,RSSR,1-Jun,180,Oregon,Cal Poly Humboldt
4,PG,Xavier Johnson,SR,3-Jun,200,Pittsburgh,Indiana
2,PG,Elijah Joiner,SR,3-Jun,205,Tulsa,Iona
3.7,SG,Tyson Jolly,RS SR,4-Jun,205,SMU,Iona
2,PG,Alex Jones,RS JR,-10,170,Lipscomb,Missouri Southern
3,PG,Andre Jones,RS SR,5-Jun,191,Nicholls,Louisiana–Monroe
2,SG,Anthony Jones,RS SR,5-Jun,190,Western Illinois,Northwestern Oklahoma State
4,SG,Antwann Jones,RS JR,6-Jun,220,Creighton,Louisiana
2,PF,Bates Jones,SR,8-Jun,222,Davidson,Duke
2,SG,Charles Jones,RS SR,5-Jun,190,Toledo,McKendree
2,SG,D'Mauria Jones,RS SR,4-Jun,215,Oral Roberts,Cal State Dominguez Hills
2,SF,David Jones,SO,8-Jun,195,Sacramento State,Panola College
2,PG,DeAndre Jones,SR,-11,160,Central Arkansas,Saint Louis
2,PG,DeVante' Jones,RSSR,1-Jun,200,Coastal Carolina,Michigan
2,SG,Dwaine Jones,SO,5-Jun,185,Coppin State,West Virginia State
2,PF,Greg Jones,RSSR,7-Jun,220,Southern Connecticut State,Massachusetts
2,PG,Jacob Jones,SO,9-May,165,Green Bay,Thomas More University
2,C,Jamarcus Jones,SR,7-Jun,200,Southern,Jackson State
2,SG,Latrell Jones,SR,5-Jun,180,Portland,Nicholls
2,SF,Miles Jones,JR,6-Jun,215,Radford,UNCG
3,SG,Myreon Jones,SR,3-Jun,177,Penn State,Florida
2,PF,Quentin Jones,RSSR,8-Jun,235,North Carolina A&T,Louisiana State University in Shreveport
2,PG,Richard Jones,JR,-10,165,Mississippi Valley State,Atlantic Cape Community College
2,C,Robert Jones,JR,-10,240,Denver,Iowa State
4,PG,Rylan Jones,JR,Jun-00,178,Utah,Utah State
3,SG,Tavon Jones,SR,3-Jun,185,Northern Illinois,Merrimack
2,PF,Tyler Jones,RS SR,8-Jun,225,North Carolina A&T,Bowie State
4,PG,Tyrell Jones,JR,2-Jun,190,Auburn,South Alabama
2,SG,"Charles Jones, Jr.",RS SR,2-Jun,200,Portland State,Multnomah University
2,PG,James Jordan,SR,6-Jun,195,Kent State,Eastern New Mexico
2,PF,P.J. Joseph,SO,8-Jun,225,Oakland,Lenoir–Rhyne
2,SG,Tai'Reon Joseph,SO,2-Jun,175,Austin Peay,Radford
3,PG,Latrell Jossell,SO,-11,155,Kansas,Stephen F. Austin
2,C,Andrew Junkin,RS JR,Jul-00,236,Mississippi State,Elon
2,C,Nehemie Kabeya,SR,9-Jun,235,North Carolina Central,Carson–Newman
2,PF,Joel Kabimba,RS SO,8-Jun,222,Stetson,George Mason
2,SG,Cooper Kaifes,RS JR,4-Jun,205,Loyola Chicago,Samford
2,SG,Andrew Kallman,SR,4-Jun,185,Northern State,North Dakota State
2,SG,Gabe Kalscheur,SR,4-Jun,194,Minnesota,Iowa State
3,PG,Noah Kamba,JR,1-Jun,180,Saint Peter's,Southern New Hampshire
2,PG,Franck Kamgain,SR,3-Jun,190,Kansas City,Henderson State
2,C,Samba Kane,RS JR,Jul-00,220,San Francisco,Milwaukee
2,SG,Kevin Kangu,SR,4-Jun,184,Oakland,Lenoir–Rhyne
2,C,Isaac Kante,RSSR,7-Jun,259,Hofstra,LIU
2,C,Kuba Karwowski,RS SR,2-Jul,235,Utah State,Sam Houston State
2,SG,Jordan Kellier,JR,6-Jun,235,Utah,Siena
2,PF,Amari Kelly,RS JR,9-Jun,225,Duquesne,UNCW
2,SG,C.J. Kelly,RSSR,5-Jun,190,Albany,Massachusetts
2,PF,John Kelly,RS SO,7-Jun,215,Fairfield,Massachusetts
2,PF,Patrick Kelly,RS SO,8-Jun,220,Penn State,Fordham
2,PG,Rich Kelly,SR,1-Jun,175,Boston College,Massachusetts
2,PF,Ajani Kennedy,RSSR,9-Jun,225,UT Martin,Cal Poly
5,C,Walker Kessler,SO,1-Jul,245,North Carolina,Auburn
2.7,SG,C.J. Keyser,RS SR,3-Jun,190,North Carolina Central,Old Dominion
4,C,Lynn Kidd,SO,-10,235,Clemson,Virginia Tech
2,SG,Justin Kier,RS SR,4-Jun,195,Georgia,Arizona
4,C,Mayan Kiir,RSSR,9-Jun,220,New Mexico State,Central Baptist College
2,PG,Quay Kimble,SR,-10,165,Lees–McRae,UNC Asheville
2,PF,Jared Kimbrough,SR,8-Jun,225,La Salle,Hartford
2,PF,Dontavius King,RS SO,7-Jun,240,College of Charleston,North Carolina Central
2,SF,Jason King,RS JR,5-Jun,200,New Mexico State,Montevallo
2,PG,Jordan King,JR,Jun-00,172,Siena,ETSU
2,PF,Justyn King,JR,7-Jun,235,Bethune–Cookman,Hinds Community College
3.7,SG,Kobe King,RSSR,4-Jun,195,Wisconsin,Valparaiso
2,PF,Tre King,RS JR,7-Jun,236,Eastern Kentucky,Georgetown
2,PG,Danya Kingsby,RS SR,1-Jun,185,Bradley,Grambling State
2,SG,Isiah Kirby,JR,4-Jun,190,Southeastern Louisiana,Tallahassee Community College
2,SF,Ja'Queze Kirby,SO,6-Jun,172,Murray State,Augusta
2,SG,Sean Kirk,RSSR,3-Jun,185,Western Washington,Eastern Washington
2,PF,Simeon Kirkland,SR,-10,225,UAB,New Orleans
2,C,Hosana Kitenge,JR,7-Jun,265,Coastal Carolina,Howard College
2,PF,Thomas Kithier,SR,8-Jun,235,Michigan State,Valparaiso
2,SG,Bryan Knapp,SR,1-Jun,190,Cornell,George Washington
3.3,PG,Brandon Knapper,RSSR,Jun-00,190,Eastern Kentucky,Cal State San Bernardino
2,PF,Chris Knight,SR,7-Jun,225,Dartmouth,Loyola Chicago
2,SG,Seneca Knight,RS JR,6-Jun,225,LSU,Brigham Young
2,SG,Seneca Knight,RS JR,6-Jun,225,San José State,LSU
2,PG,Shaden Knight,RS SO,-10,150,Long Beach State,Central Washington
2,SG,Jaxon Knotek,SR,6-Jun,215,North Dakota State,American
2,PF,Dyson Koehler,SO,7-Jun,220,Cal Poly,Weber State
3,C,Buay Koka,RSSR,1-Jul,202,Tulane,Detroit Mercy
2,PG,Tyler Kolek,SO,3-Jun,190,George Mason,Marquette
2,C,Jonathan Komagum,SR,9-Jun,215,Toledo,Sacramento State
2,SF,Willie Kondrat,SR,7-Jun,200,Albany,Sioux Falls
2,SG,Owen Koonce,SO,5-Jun,195,Colorado,Colorado Mesa
2,SG,Anderson Kopp,JR,5-Jun,190,Lamar,Kansas City
4,SF,Miller Kopp,SR,7-Jun,215,Northwestern,Indiana
2,C,Hayden Koval,SR,1-Jul,225,UNCG,Cincinnati
2,SG,Ray Kowalski,RS SR,3-Jun,190,Denver,Catawba
2,SG,Goodnews Kpegeol,RS JR,6-Jun,200,Valparaiso,Gulf Coast State College
2,SF,Kur Kuath,RS SR,-10,215,Oklahoma,Marquette
2,SF,Aljaz Kunc,SR,8-Jun,222,Washington State,Iowa State
2,PG,Dru Kuxhausen,SR,-11,187,McNeese,Northern Colorado
2,PF,Bennett Kwiecinski,SO,9-Jun,210,Siena,St. Thomas
2,PF,Drew LaMont,RSSR,8-Jun,225,Wyoming,Georgetown College
2,PF,Jake LaRavia,JR,8-Jun,235,Indiana State,Wake Forest
2,PF,Nate Lacewell,RS FR,9-Jun,210,San José State,Texas State
2,PF,Lado Laku,SO,-10,215,Texas A&M–Corpus Christi,Cal State Fullerton
2,SG,Kobey Lam,JR,3-Jun,180,Denver,Charleston
2,SF,Arkel Lamar,RS SR,5-Jun,235,UMBC,Kansas City
2,PF,Ahmir Langlais,RS SO,9-Jun,225,Western Carolina,USC Upstate
2,SG,Ra'Shawn Langston,RS SR,3-Jun,200,McNeese,Metro State
2,SF,Jackson Larsen,RS SO,7-Jun,192,Northern Arizona,San Diego City College
2,SF,Davis Larson,RS SR,5-Jun,190,Hillsdale,Duquesne
2,C,Marcus Larsson,RS SO,-11,230,Incarnate Word,UIC
2,PG,Pelle Larsson,SO,5-Jun,215,Utah,Arizona
2,SG,Ethan Lasko,RSSR,2-Jun,175,Manhattan,Yeshiva University
2,PG,"Darnell Latham, Jr.",SR,2-Jun,160,Southern Utah,Lincoln College
2,PG,Miles Latimer,RS JR,4-Jun,186,Bucknell,Bryant
2,SG,A.J. Lawson,RS SR,5-Jun,215,McNeese,Texas Southern
3,PF,Chandler Lawson,JR,7-Jun,215,Oregon,Memphis
3.3,SF,"Josh LeBlanc, Sr.",RS JR,7-Jun,230,LSU,UAB
4,C,Jaedon LeDee,SR,9-Jun,240,TCU,San Diego State
2,SG,Malik LeGania,SR,5-Jun,180,Coastal Carolina,Texas–Permian Basin
2,SG,Alonde LeGrand,RSSR,7-Jun,205,North Florida,Gannon
2,PF,Greg Lee,RS SR,9-Jun,217,Western Michigan,Penn State
4,PF,Ira Lee,SR,8-Jun,240,Arizona,George Washington
3.5,C,Kolby Lee,RSSR,9-Jun,240,Brigham Young,Utah Tech
2,PG,Kaimen Lennox,SO,2-Jun,185,Kansas City,Hutchinson Community College
2,SG,Ryan Leonard,RS JR,4-Jun,190,Eastern Illinois,St. Mary's (TX)
2,PG,Javon Levi,SR,-11,163,Texas–Rio Grande Valley,UT Arlington
2,PG,Isaiah Lewis,RS SO,1-Jun,155,Chicago State,Missouri State University–West Plains
2,SF,Kendall Lewis,JR,8-Jun,210,Appalachian State,Illinois State
2,SF,Myles Lewis,SR,5-Jun,190,VMI,McNeese
2,SG,Talin Lewis,SR,5-Jun,180,USC,Corban University
3.3,SG,Terrence Lewis,SR,6-Jun,203,South Alabama,Grambling State
2,SF,Terence Lewis II,SR,6-Jun,210,North Texas,Jackson State
4.3,PF,Gerald Liddell,RS JR,8-Jun,203,Texas,Alabama State
3,PF,Wilfried Likayi,RSSR,9-Jun,205,New Mexico State,Coastal Carolina
2,PF,Josh Linder,SR,9-Jun,210,Tennessee State,Benedict
2,SG,Isaac Lindsey,SO,4-Jun,184,UNLV,Wisconsin
2,SG,Mitch Listau,RS JR,4-Jun,195,Belmont,Green Bay
2,SF,Emmanuel Little,SR,6-Jun,225,Southern Indiana,Nicholls
2,PG,Malcolm Little,RS SO,3-Jun,165,Northern Colorado,Colorado State–Pueblo
2,PF,Manny Littles,SR,7-Jun,215,North Alabama,South Alabama
2,PF,Manny Littles,SR,7-Jun,215,South Alabama,Nicholls
2,PF,Daniel Lobach,RS SO,7-Jun,190,Rutgers,Samford
3,SG,Noah Locke,SR,3-Jun,210,Florida,Louisville
2,PG,Tyreke Locure,RS SO,Jun-00,167,South Alabama,UAB
2,SG,Luke Loewe,SR,4-Jun,185,William & Mary,Minnesota
2,SG,Dom London,RS JR,1-Jun,170,Florida Gulf Coast,Maryland Eastern Shore
3.3,SG,Jakolby Long,RS SR,4-Jun,215,Southern Illinois,Bethune–Cookman
2,SG,Owen Long,JR,3-Jun,176,Maryville,Youngstown State
3,SG,"Oscar Lopez, Jr.",RS SO,4-Jun,200,DePaul,Central Michigan
2,PG,Sigurd Lorange,JR,-11,185,Valparaiso,Converse
2,SG,Jordan Love,RS JR,5-Jun,180,Southeast Missouri State,Dodge City Community College
2.5,C,James Love III,RSSR,-11,220,Eastern Michigan,Virginia State
3,PG,Drew Lowder,JR,1-Jun,175,Eastern Michigan,Lansing Community College
2,PG,Myson Lowe,SO,-10,170,Alcorn State,Wallace State Community College
2,PF,Wyatt Lowell,RS JR,9-Jun,220,Brigham Young,Snow College
3,PG,Foster Loyer,SR,Jun-00,175,Michigan State,Davidson
3.3,PG,Te'Jon Lucas,RS SR,1-Jun,187,Milwaukee,Brigham Young
3,C,Edra Luster,SR,Jul-00,245,East Carolina,Northeastern State
4,PG,Chris Lykes,SR,7-May,165,Miami,Arkansas
2,PG,Jalen Lynn,SR,Jun-00,170,Arkansas–Pine Bluff,Southern Nazarene
2,SF,"Tyrone Lyons, Jr.",SR,7-Jun,185,North Carolina A&T,Southern
2,SG,Nick MacDonald,JR,5-Jun,185,Niagara,Daemen
2,PG,Hunter Jack Madden,SO,2-Jun,190,Idaho,Otero Junior College
2,PG,Darus Maddox,RS SR,Jun-00,150,North Carolina A&T,Livingstone
2,C,Majok Madol,SR,-10,235,South Carolina State,Regina University
3,SG,Gabe Madsen,SO,6-Jun,193,Cincinnati,Utah
2,PF,Dusan Mahorcic,SR,-10,225,Illinois State,Utah
2,SG,Marten Maide,RS SO,5-Jun,200,Liberty,Fresno Pacific
2,SF,Wol Maiwen,RS FR,5-Jun,190,Maine,Franklin Pierce
2,PG,Xzavier Malone-Key,RS SR,4-Jun,186,Fairleigh Dickinson,Oregon State
3,PF,Brady Manek,SR,9-Jun,230,Oklahoma,North Carolina
2,SG,Jamaine Mann,RS FR,6-Jun,230,Gardner–Webb,Vanderbilt
2,PG,Brandynn Manning,RSSR,3-Jun,205,South Carolina State,Western New Mexico
2,SG,"Charles Manning, Jr.",SR,4-Jun,193,LSU,South Alabama
2,C,Luke Maranka,JR,-10,235,Toledo,Davenport
2,SG,Kwane Marble,JR,5-Jun,206,Wyoming,Loyola Marymount
3,PF,Kevin Marfo,RS SR,8-Jun,245,Texas A&M,Quinnipiac
3,C,Chol Marial,JR,2-Jul,235,Maryland,Oregon State
2,PG,Isaiah Marin,SO,5-Jun,200,New Mexico,Indian Hills Community College
2,C,Volodymyr Markovetskyy,JR,2-Jul,270,Washington State,San Francisco
2,SG,McKade Marquis,RS JR,1-Jun,195,UT Arlington,UT Tyler
2,PF,Jermaine Marshall,JR,6-Jun,225,Akron,Samford
3.3,SF,LaDarius Marshall,SR,6-Jun,230,New Orleans,Alcorn State
2,SF,Brandon Martin,SR,5-Jun,232,USC Upstate,South Carolina
2,PF,Cam Martin,RSSR,9-Jun,230,Missouri Southern,Kansas
2,SF,Melik Martin,SR,6-Jun,220,Monmouth,Drexel
3.7,PG,Remy Martin,SR,Jun-00,175,Arizona State,Kansas
2,PF,Treavon Martin,SR,8-Jun,210,UIC,Wayne State (MI)
2,SG,Dom Martinelli,SO,4-Jun,200,Northwestern,St. Thomas
3,SG,Ian Martinez,SO,3-Jun,185,Utah,Maryland
3.5,C,Jhaylon Martinez,RS FR,-11,260,UNLV,UC Riverside
4,PG,"Jamal Mashburn, Jr.",SO,2-Jun,185,Minnesota,New Mexico
2,C,"Anthony Mason, Jr.",SR,-10,225,Florida International,Lane
2,PF,Yauhen Massalski,SR,9-Jun,240,San Diego,San Francisco
2,SG,Trenton Massner,SR,2-Jun,175,Northwestern State,Western Illinois
3,PF,Ismael Massoud,JR,9-Jun,210,Wake Forest,Kansas State
3,PG,Sam Masten,SR,3-Jun,175,Northern Colorado,Northern State
2,PG,Zaire Mateen,SR,Jun-00,170,Northern Illinois,UT Tyler
3.7,SG,Montez Mathis,SR,4-Jun,210,Rutgers,St. John's
3,PF,Bayron Matos,RS SO,9-Jun,260,New Mexico,South Florida
2,SG,Alex Matthews,SO,5-Jun,210,Evansville,Gulf Coast State College
3,SF,"Emmitt Matthews, Jr.",RS JR,7-Jun,215,West Virginia,Washington
2,PG,Marque Maultsby,SR,3-Jun,165,New Hampshire,North Carolina Central
2,PG,B.J. Maxwell,RS SR,5-Jun,200,St. Edward's,IUPUI
2,PG,Alex May,JR,2-Jun,180,St. Francis Brooklyn,Mercy
2,SG,David Maynard,RSSR,4-Jun,205,Colgate,The Citadel
2,SG,Vukasin Masic,RS FR,5-Jun,205,Hofstra,Maine
2,C,Chiekh Mbacke Diong,SR,-11,235,UNLV,UCF
2,PG,Kevin McAdoo,RSSR,2-Jun,180,Bradley,Detroit Mercy
2,SG,Albert McBride,JR,3-Jun,190,UNC Asheville,Coffeyville Community College
4,PG,Issac McBride,RS SO,2-Jun,170,Vanderbilt,Oral Roberts
2,PG,Terrance McBride,SR,2-Jun,170,Cornell,Rice
3,PG,Jordan McCabe,SR,Jun-00,190,West Virginia,UNLV
2,PG,Devon McCain,RS SO,3-Jun,190,Austin Peay,Lamar State College–Port Arthur
3,SF,Carrington McCaskill,JR,8-Jun,190210,Florida Atlantic,Henry Ford College
2,PF,Liam McChesney,RS SO,-10,200,Utah State,Illinois State
2,PG,Glen McClintock,SO,2-Jun,201,Air Force,Northeastern
2,SG,Rodrick McCobb,SR,4-Jun,208,Northern Colorado,Concordia Irvine
2,PG,Cameron McCravy,RS SO,Jun-00,170,Hartford,Virginia–Wise
2,C,Amari McCray,RS SR,9-Jun,265,Portland State,Grambling State
2,SG,Christian McCray,SR,6-Jun,171,Cal State Fullerton,Alabama State
2,SF,Jalyn McCreary,RS SO,8-Jun,225,South Carolina,South Florida
2,PG,Kharee McDaniel,RS SO,-10,165,Stephen F. Austin,Lamar State College–Port Arthur
2,PG,D.J. McDonald,SR,-11,175,UC Riverside,Colorado Christian
2,PG,Miles McDougal,RSSR,-10,185,St. Mary's (TX),Prairie View A&M
2,SG,Damani McEntire,JR,4-Jun,190,Southern Utah,Bethune–Cookman
3.7,PG,Koby McEwen,RS SR,4-Jun,205,Marquette,Weber State
2,PG,Keith McGee,RS SR,3-Jun,190,New Mexico,Morgan State
2,PF,Sarion McGee,RS JR,8-Jun,255,Grambling State,John A. Logan College
2,SG,Tyler McGhie,SO,5-Jun,190,Western Carolina,Southern Nazarene
2,SG,A.J. McGinnis,RS FR,4-Jun,177,UNCG,Cincinnati
3,PG,John McGriff,RS SO,Jun-00,185,St. John's,Binghamton
2,SG,Walt McGrory,SR,3-Jun,205,Wisconsin,South Dakota
2,PG,Gabriel McKay,JR,2-Jun,190,Trevecca Nazarene,Liberty
2,PG,Claude McKesey,JR,Jun-00,180,Colorado Christian,Utah Valley
3,SG,Brandon McKissic,SR,3-Jun,185,Kansas City,Florida
3,PF,Justin McKoy,JR,8-Jun,220,Virginia,North Carolina
2,PF,B.J. McLaurin,JR,8-Jun,230,UNC Asheville,Queens (NC)
2,PG,Sin'Cere McMahon,SO,1-Jun,167,Western Carolina,Winthrop
2,PF,Mileek McMillan,SR,9-Jun,225,Valparaiso,Western Michigan
2,PF,Mason McMurray,RS JR,7-Jun,220,Ohio,USC Aiken
3,PG,Darius McNeill,RSSR,3-Jun,185,SMU,UTSA
3.5,PG,Cashius McNeilly,RS SO,4-Jun,190,Texas A&M,TCU
2,PF,Dontrell McQuarter,SR,7-Jun,180,Rider,Alcorn State
2,PG,Mike Meadows,RS JR,2-Jun,175,Eastern Washington,Portland
2,C,Brendan Medley-Bacon,SR,1-Jul,245,VCU,McNeese
2,SG,Shaheed Medlock,RS SR,5-Jun,196,Georgia Tech,DePaul
2,SF,John Meeks,SR,6-Jun,230,Bucknell,College of Charleston
2,PF,Zane Meeks,JR,9-Jun,220,Nevada,San Francisco
2,PG,Michael Melvin,RS SR,Jun-00,170,North Carolina Central,Virginia State
2,SF,Miles Mendes,SO,5-Jun,220,Troy,Moberly Area Community College
3.5,PF,Joel Mensah,SR,-10,220,James Madison,Cal State San Marcos
2,PF,Alex Merkviladze,SO,8-Jun,230,Cal State Northridge,Loyola Marymount
2,PF,Quintin Metcalf,SO,8-Jun,200,St. Bonaventure,Pratt Community College
2,PG,William Mfum,SO,2-Jun,205,South Dakota State,Panola College
2,PF,Rifen Miguel,RS JR,8-Jun,240,Ohio,Troy
2,SG,Jiovanni Miles,JR,3-Jun,185,Green Bay,Macomb Community College
2,PG,Kennedy Miles,SO,1-Jun,-,Western Carolina,Lawson State Community College
4,PG,Adam Miller,RS FR,3-Jun,190,Illinois,LSU
2,PG,Brandon Miller,RS SR,Jun-00,170,Alabama A&M,Miles
4,SF,Emanuel Miller,JR,7-Jun,215,Texas A&M,TCU
2,SG,Jordan Miller,SR,7-Jun,195,George Mason,Miami
2,SG,Naim Miller,JR,4-Jun,210,Mount St. Mary's,Pensacola State College
2,C,Walker Miller,SR,-11,230,North Carolina,Monmouth
2,SG,"Randy Miller, Jr.",RS SR,2-Jun,182,Indiana State,North Carolina Central
2,SG,Kane Milling,JR,4-Jun,180,Nevada,UC Davis
2,SG,Brenton Mills,JR,3-Jun,185,Binghamton,Bowling Green
2,PG,Caleb Mills,RS JR,5-Jun,180,Houston,Florida State
3,PG,Damari Milstead,RSSR,2-Jun,195,San Francisco,Cal State Fullerton
2,SG,Kylen Milton,SO,4-Jun,192,Western Kentucky,Arkansas–Pine Bluff
3,SF,Demetrius Mims,RS JR,6-Jun,195,Towson,Gannon
2,SG,Justin Minaya,RSSR,7-Jun,210,South Carolina,Providence
2,SF,Quinton Mincey,SO,7-Jun,195,Mount St. Mary's,UMass Lowell
2,PG,Jaylen Minnett,SR,1-Jun,182,IUPUI,Missouri State
2,PF,Vincent Miszkiewicz,JR,7-Jun,220,Purdue Northwest,Milwaukee
2,SG,D.J. Mitchell,SR,4-Jun,190,Florida International,Valdosta State
4,C,Martice Mitchell,SO,-10,190,Minnesota,Northern Illinois
2,PG,Pierre Mitchell,RS JR,Jun-00,180,Central Michigan,Fort Valley State
4,PF,Tre Mitchell,RS SO,9-Jun,225,Massachusetts,Texas
2,SG,"Ronald Mitchell, Jr.",JR,3-Jun,180,UMass Lowell,Colby Community College
2,SG,Eric Moenkhaus,JR,2-Jun,190,Denver,Indianapolis
2,PF,Yusuf Mohamed,RSSR,-10,200,Tennessee State,Westminster
2,SG,Bennett Mohn,RS SO,6-Jun,190,Longwood,St. Edward's
2,SG,Takal Molson,RSSR,4-Jun,210,Seton Hall,James Madison
2,C,Merdy Mongozi,SR,Jul-00,225,Austin Peay,Cumberland University
2,PG,Bryce Monroe,RS FR,-11,170,Sam Houston State,San Diego
3,SF,Kris Monroe,SR,8-Jun,212,Providence,North Carolina Central
3,SG,Damari Monsanto,RS SO,6-Jun,225,ETSU,Wake Forest
2,SG,Jason Montgomery,JR,5-Jun,200,Drury,Lipscomb
3,SF,Keondre Montgomery,SO,7-Jun,200,Mississippi State,Alcorn State
2,SF,Ravel Moody,SR,7-Jun,200,Tennessee State,Northwestern Oklahoma State
4,PG,Charlie Moore,RS SR,-11,180,DePaul,Miami
2,PF,Isaih Moore,SR,-10,197,St. John's,Southern Miss
3.3,SG,Payton Moore,SR,4-Jun,205,Rice,Denver
4,PG,Shakeel Moore,SO,1-Jun,185,NC State,Mississippi State
2,SG,Taze Moore,RS SR,5-Jun,195,Cal State Bakersfield,Houston
3.5,SF,J.P. Moorman II,SR,7-Jun,210,Temple,UC Riverside
2,PF,Bryson Morehead,SO,9-Jun,170,Arkansas,Texas–Permian Basin
3,PG,Marco Morency,RSSR,3-Jun,185,Louisiana–Monroe,Alcorn State
2,SG,Noah Morgan,SR,5-Jun,182,Eastern Michigan,Morehouse
2,PG,A.J. Morris,SR,3-Jun,180,Alcorn State,Newman
2,PG,Reggie Morris,SO,1-Jun,160,Mississippi State,Central Missouri
2,SG,Logan Morrissey,SO,4-Jun,200,Air Force,UNCW
4,PG,Casey Morsell,JR,3-Jun,200,Virginia,NC State
4,SG,Darryl Morsell,SR,5-Jun,205,Maryland,Marquette
2,PG,Quinton Morton-Robertson,RS SO,8-May,165,Radford,Purdue Fort Wayne
2,SG,Dante Moses,SR,5-Jun,190,Radford,Angelo State
4,PG,T.J. Moss,RS JR,4-Jun,180,South Carolina,McNeese
3,PG,Jamir Moultrie,RSSR,1-Jun,172,North Carolina Central,Kennesaw State
2,SF,David Muenkat,SR,7-Jun,210,St. Francis Brooklyn,St. Francis Xavier University
2,PF,Malik Muhammad,RS JR,9-Jun,230,Central Michigan,Southern Utah
2,PG,Juan Munoz,RSSR,Jun-00,170,Longwood,Hawaii
2,C,David Muoka,JR,-10,235,Lamar,UNLV
2,SF,Kyle Murphy,SO,5-Jun,197,Florida Gulf Coast,Gulf Coast State College
2,PG,Ryan Murphy,RS SR,2-Jun,185,Tulane,Duquesne
2,PG,Storm Murphy,SR,Jun-00,185,Wofford,Virginia Tech
2,PG,Joel Murray,SR,Jun-00,170,West Texas A&M,Long Beach State
4,C,Gethro Muscadin,RS FR,-10,230,Kansas,New Mexico
2,SF,Jalen Myers,SO,8-Jun,195,Texas A&M–Corpus Christi,Hinds Community College
2,C,Ndongo Ndaw,SR,9-Jun,230,Indiana State,Missouri Southern
2,C,Assane Ndiaye,RS JR,1-Jul,250,New Mexico,Christian Brothers
2,C,Samba Ndiaye,RSSR,9-Jun,240,College of Charleston,USC Aiken
3,C,Ousmane Ndim,SR,Jul-00,235,LIU,Texas Wesleyan University
2,PF,Festus Ndumanya,JR,7-Jun,225,Cal State Northridge,Salt Lake Community College
2,PG,Jahcobi Neath,JR,4-Jun,196,Wake Forest,Wisconsin
2,PG,"Jameer Nelson, Jr.",RS SO,1-Jun,200,George Washington,Delaware
4,SG,Jordan Nesbitt,RS FR,6-Jun,210,Memphis,Saint Louis
2,C,Paul Newman,SR,9-Jun,225,Bucknell,Albany
3.5,SG,John Newman III,SR,5-Jun,205,Clemson,Cincinnati
4,SG,Woody Newton,SO,9-Jun,195,Syracuse,Oklahoma State
2,PG,Kameron Ng,JR,Jun-00,175,Hawaii,Hawaii–Hilo
2,PF,Olisa Ngonadi,RS SO,8-Jun,215,Robert Morris,Georgian Court
2,PF,Boe Nguidjol,SR,8-Jun,235,Prairie View A&M,Union
3,PG,Marcus Niblack,SO,2-Jun,195,ETSU,Florida SouthWestern State College
2,PF,Jimmy Nichols,RS JR,8-Jun,225,Providence,VCU
2,PF,Kassim Nicholson,SR,7-Jun,200,UAB,Tennessee State
3,SG,Josh Nickelberry,JR,4-Jun,205,Louisville,La Salle
2,PG,Jaden Nielsen-Skinner,RS SO,-10,165,Portland State,Saint Martin's
2,SG,Lars Nilsen,SO,5-Jun,184,Elon,Georgia Southwestern
2,PF,zie 'Collin' Nnamene,SR,8-Jun,210,Mount St. Mary's,Morgan State
2,SG,"Terry Nolan, Jr.",RSSR,4-Jun,200,Bradley,Towson
2,PG,"Lamar Norman, Jr.",SR,1-Jun,175,Duquesne,Western Michigan
3.5,PG,Markquis Nowell,SR,8-May,160,Little Rock,Kansas State
2,PG,Michael Nuga,RS SR,2-Jun,180,Kent State,UNLV
3,C,Jack Nunge,RS JR,Jul-00,245,Iowa,Xavier
